NC_021856	NC_021856.1	155631	Bacillus phage phiNIT1	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	AP013029	Bacillus subtilis (natto)	Bacillus
NC_021857	NC_021857.1	41475	Shigella phage SfII	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC736978	Shigella	Shigella
NC_021859	NC_021859.1	39520	Mycobacterium phage DNAIII	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC787108	Mycobacterium tuberculosis; Mycobacterium smegmatis	Mycobacterium
NC_021860	NC_021860.1	31090	Lactococcus phage jm2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC182546	Lactococcus	Lactococcus
NC_021861	NC_021861.1	30910	Lactococcus phage BM13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX567312	Lactococcus lactis	Lactococcus
NC_021862	NC_021862.1	8576	Ralstonia phage RSS30	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	AB828698	Ralstonia solanacearum	Ralstonia
NC_021863	NC_021863.1	42652	Staphylococcus phage SA13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX094501	Staphylococcus aureus	Staphylococcus
NC_021864	NC_021864.1	55282	Puniceispirillum phage HMO-2011	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	GU557055	Candidatus Puniceispirillum marinum IMCC1322	Candidatus Puniceispirillum
NC_021865	NC_021865.1	41294	Paenibacillus phage phiIBB_Pl23	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	KF010834	Paenibacillus larvae H23	Paenibacillus
NC_021866	NC_021866.1	7219	Ralstonia phage RSS20	Viruses; ssDNA viruses; Inoviridae; Inovirus; unclassified Inovirus.	AB830321	Ralstonia solanacearum	Ralstonia
NC_021867	NC_021867.1	46978	Flavobacterium phage 6H	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	KC959568	Flavobacterium psychrophilum strain MH1	Flavobacterium
NC_021868	NC_021868.1	58305	Streptococcus phage SP-QS1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HE962497	Streptococcus pneumoniae D39	Streptococcus
NC_022052	NC_022052.1	76050	Mycobacterium phage Whirlwind	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024725	Mycobacterium smegamtis mc2 155	Mycobacterium
NC_022053	NC_022053.1	70657	Mycobacterium phage Papyrus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF416342	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022054	NC_022054.1	48228	Mycobacterium phage Muddy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024728	Mycobacterium smegamtis mc2 155	Mycobacterium
NC_022055	NC_022055.1	59179	Mycobacterium phage Bobi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF114874	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022056	NC_022056.1	57155	Mycobacterium phage Hamulus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024723	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022057	NC_022057.1	72108	Mycobacterium phage Catdawg	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF017002	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022058	NC_022058.1	52519	Mycobacterium phage Adzzy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF416344	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022059	NC_022059.1	77367	Mycobacterium phage DrDrey	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF306380	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022060	NC_022060.1	54314	Mycobacterium phage Velveteen	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF017004	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022061	NC_022061.1	70838	Mycobacterium phage KayaCho	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024729	Mycobacterium smegamtis mc2 155	Mycobacterium
NC_022062	NC_022062.1	52102	Mycobacterium phage Trouble	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024724	Mycobacterium smegamtis mc2 155	Mycobacterium
NC_022063	NC_022063.1	70115	Mycobacterium phage Phelemich	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF416341	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022064	NC_022064.1	70120	Mycobacterium phage Reprobate	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024727	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022065	NC_022065.1	74533	Mycobacterium phage Contagion	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024732	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022066	NC_022066.1	108297	Mycobacterium phage Redno2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF114875	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022067	NC_022067.1	109960	Mycobacterium phage Wanda	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF006818	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022068	NC_022068.1	58043	Mycobacterium phage Daenerys	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF017005	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022069	NC_022069.1	55213	Mycobacterium phage Jabbawokkie	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF017003	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022070	NC_022070.1	53588	Mycobacterium phage Wheeler	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF416340	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022071	NC_022071.1	76129	Mycobacterium phage Crossroads	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024731	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022085	NC_022085.1	76483	Mycobacterium phage Goku	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF416343	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022086	NC_022086.1	50690	Mycobacterium phage LittleCherry	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF017001	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022087	NC_022087.1	53253	Mycobacterium phage AnnaL29	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024721	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022088	NC_022088.2	163019	Bacillus phage Troll	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF208639	Bacillus thuringiensis kurstaki	Bacillus
NC_022090	NC_022090.1	134643	Staphylococcus phage vB_SauM_Remus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	JX846612	Staphylococcus aureus (phage propagation strain	Staphylococcus
NC_022091	NC_022091.1	42874	Pseudomonas phage MPK7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae.	JX501340	Pseudomonas aeruginosa PAO1	Pseudomonas
NC_022094	NC_022094.1	14319	Bacillus phage Wip1	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus;unclassified Tectivirus.	KF188458	Bacillus anthracis	Bacillus
NC_022096	NC_022096.1	258139	Pseudomonas phage PaBG	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF147891	Pseudomonas aeruginosa PAO1	Pseudomonas
NC_022323	NC_022323.1	136910	Escherichia phage 2 JES-2013	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC690136	Escherichia coli O157:H7 E318	Escherichia
NC_022324	NC_022324.1	53701	Mycobacterium phage Sarfire	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024726	Mycobacterium smegamtis mc2 155	Mycobacterium
NC_022325	NC_022325.1	69815	Mycobacterium phage Dylan	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF024730	Mycobacterium smegamtis mc2 155	Mycobacterium
NC_022326	NC_022326.1	53693	Mycobacterium phage SargentShorty9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279416	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022327	NC_022327.1	69306	Mycobacterium phage Bane2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279413	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022328	NC_022328.1	70236	Mycobacterium phage Adawi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279411	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022329	NC_022329.1	53636	Mycobacterium phage PhrostyMug	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279415	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022330	NC_022330.1	76586	Mycobacterium phage Quink	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279417	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022331	NC_022331.1	69309	Mycobacterium phage Bane1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279412	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022334	NC_022334.1	29266	Propionibacterium phage PHL112N00	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570714	Propionibacterium acnes	Propionibacterium
NC_022335	NC_022335.1	29377	Propionibacterium phage PHL067M10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570709	Propionibacterium acnes	Propionibacterium
NC_022336	NC_022336.1	29511	Propionibacterium phage PHL010M04	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570704	Propionibacterium acnes	Propionibacterium
NC_022337	NC_022337.1	29467	Propionibacterium phage PHL071N05	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570710	Propionibacterium acnes	Propionibacterium
NC_022338	NC_022338.1	29514	Propionibacterium phage PHL060L00	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570705	Propionibacterium acnes	Propionibacterium
NC_022339	NC_022339.1	29443	Propionibacterium phage PHL037M02	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570706	Propionibacterium acnes	Propionibacterium
NC_022340	NC_022340.1	29464	Propionibacterium phage PHL114L00	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570712	Propionibacterium acnes	Propionibacterium
NC_022341	NC_022341.1	29200	Propionibacterium phage PHL113M01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570713	Propionibacterium acnes	Propionibacterium
NC_022342	NC_022342.1	29140	Propionibacterium phage PHL111M01	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	JX570702	Propionibacterium acnes	Propionibacterium
NC_022343	NC_022343.1	159991	Klebsiella phage 0507-KN2-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	AB797215	Klebsiella	Klebsiella
NC_022744	NC_022744.1	39860	Erwinia phage FE44	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; T7likevirus.	KF700371	Erwinia sp. 60	Erwinia
NC_022746	NC_022746.1	42957	Pseudomonas phage MPK6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	JX997978	Pseudomonas aeruginosa	Pseudomonas
NC_022747	NC_022747.1	34145	Vibrio phage VPUSM 8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF361475	Vibrio cholerae O1 El Tor Inaba	Vibrio
NC_022749	NC_022749.1	39758	Shigella phage SfIV	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC814930	Shigella flexneri serotype 4av	Shigella
NC_022750	NC_022750.1	33628	Enterobacteria phage fiAA91-ss	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Peduovirinae; P2likevirus.	KF322032	Escherichia coli O157:H7	Escherichia
NC_022751	NC_022751.1	42480	Cyanophage PP	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	KF598865	Phormidium foveolarum	Phormidium
NC_022752	NC_022752.1	42665	Salmonella phage SETP13	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF562864	Salmonella enteritidis	Salmonella
NC_022753	NC_022753.1	52282	Mycobacterium phage Fredward	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF279414	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022754	NC_022754.1	42749	Salmonella phage SETP7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF562865	Salmonella enteritidis	Salmonella
NC_022756	NC_022756.1	40931	Lactobacillus phage J-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC171646	Lactobacillus paracasei 27092	Lactobacillus
NC_022757	NC_022757.1	38880	Lactobacillus phage PL-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC171647	Lactobacillus paracasei 27139	Lactobacillus
NC_022758	NC_022758.1	44459	Staphylococcus phage YMC/09/04/R1988	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF598856	methicillin-resistant Staphylococcus aureus	Staphylococcus
NC_022761	NC_022761.1	146193	Bacillus phage CampHawk	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF669649	Bacillus subtilis	Bacillus
NC_022762	NC_022762.1	33996	Lactobacillus phage phiLdb	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF188410	Lactobacillus delbrueckii ATCC 11842	Lactobacillus
NC_022763	NC_022763.1	164297	Bacillus phage Spock	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF669662	Bacillus thuringiensis subsp. Kurstaki	Bacillus
NC_022764	NC_022764.1	39874	Bacillus phage Page	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	KF669655	Bacillus megaterium Km	Bacillus
NC_022765	NC_022765.1	49836	Bacillus phage Riggi	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF669659	Bacillus pumilus BL-8	Bacillus
NC_022766	NC_022766.1	49246	Bacillus phage Glittering	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF669651	Bacillus pumilus BL-8	Bacillus
NC_022767	NC_022767.1	81656	Bacillus phage Staley	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF669663	Bacillus megaterium Km	Bacillus
NC_022768	NC_022768.1	154701	Salmonella phage Maynard	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF669654	Salmonella typhimurium	Salmonella
NC_022769	NC_022769.1	165238	Bacillus phage BigBertha	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF669647	Bacillus thuringiensis subsp. Kurstaki	Bacillus
NC_022770	NC_022770.1	39844	Bacillus phage Pony	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	KF669660	Bacillus megaterium Km	Bacillus
NC_022771	NC_022771.1	156648	Bacillus phage Grass	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	KF669652	Bacillus subtilis	Bacillus
NC_022772	NC_022772.1	156338	Salmonella phage Marshall	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF669653	Salmonella enteritidis	Salmonella
NC_022773	NC_022773.1	50354	Bacillus phage Blastoid	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF669648	Bacillus pumilus BL-8	Bacillus
NC_022774	NC_022774.1	80382	Bacillus phage Slash	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF669661	Bacillus megaterium Km	Bacillus
NC_022775	NC_022775.1	36969	Lactobacillus phage phiJB	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF188409	Lactobacillus	Lactobacillus
NC_022776	NC_022776.1	41757	Streptococcus phage TP-778L	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	HG380752	Streptococcus thermophilus SK778	Streptococcus
NC_022791	NC_022791.1	37375	Streptococcus phage phiBHN167	Viruses; unclassified phages.	HF563658	Streptococcus pneumoniae BHN167	Streptococcus
NC_022914	NC_022914.1	43394	Staphylococcus phage phiRS7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF589919	Staphylococcus saprophyticus	Staphylococcus
NC_022915	NC_022915.1	40471	Ralstonia phage RSK1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	AB863625	Ralstonia solanacearum	Ralstonia
NC_022916	NC_022916.1	41604	Burkholderia phage JG068	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	KC853746	Burkholderia cenocepacia K56-2	Burkholderia
NC_022917	NC_022917.1	44578	Ralstonia phage RSB3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	AB854109	Ralstonia solanacearum	Ralstonia
NC_022918	NC_022918.1	132123	Staphylococcus phage S25-4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	AB853331	Staphylococcus	Staphylococcus
NC_022920	NC_022920.1	139738	Staphylococcus phage S25-3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Twortlikevirus; unclassified Twortlikevirus.	AB853330	Staphylococcus	Staphylococcus
NC_022965	NC_022965.1	52873	Mycobacterium phage CloudWang3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF560332	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022966	NC_022966.1	88135	Pseudomonas phage PAK_P5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC862301	Pseudomonas aeruginosa PAK	Pseudomonas
NC_022967	NC_022967.1	92495	Pseudomonas phage PAK_P2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC862298	Pseudomonas aeruginosa PAK	Pseudomonas
NC_022968	NC_022968.1	148567	Enterobacteria phage 4MG	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF550303	Escherichia coli K-12 subsr. MG1655	Escherichia
NC_022969	NC_022969.1	76217	Mycobacterium phage PhatBacter	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF562102	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022970	NC_022970.1	88097	Pseudomonas phage PAK_P3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC862299	Pseudomonas aeruginosa PAK	Pseudomonas
NC_022971	NC_022971.1	45344	Pseudomonas phage phiIBB-PAA2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;unclassified Luz24likevirus.	KF856712	Pseudomonas aeruginosa	Pseudomonas
NC_022972	NC_022972.2	37372	Arthrobacter phage vB_ArS-ArV2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF692088	Arthrobacter sp.	Arthrobacter
NC_022973	NC_022973.1	50755	Mycobacterium phage Conspiracy	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF560330	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022974	NC_022974.1	88255	Pseudomonas phage CHA_P1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC862295	Pseudomonas aeruginosa CHA	Pseudomonas
NC_022975	NC_022975.1	52390	Mycobacterium phage HanShotFirst	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF493880	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022976	NC_022976.1	75894	Mycobacterium phage Nala	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF562101	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022977	NC_022977.1	52344	Mycobacterium phage Artemis2UCLA	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF560333	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022979	NC_022979.1	52823	Mycobacterium phage Graduation	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF560331	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022980	NC_022980.1	45798	Paenibacillus phage Davies	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC595518	Paenibacillus larvae	Paenibacillus
NC_022981	NC_022981.1	76323	Mycobacterium phage HufflyPuff	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF562100	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022982	NC_022982.1	43869	Xylella phage Paz	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	KF626666	Xylella fastidiosa	Xylella
NC_022983	NC_022983.1	68196	Mycobacterium phage Bernardo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF493879	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022984	NC_022984.1	51319	Mycobacterium phage Jovo	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF493882	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022985	NC_022985.1	52122	Mycobacterium phage Zaka	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF560334	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022986	NC_022986.1	93147	Pseudomonas phage PAK_P4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC862300	Pseudomonas aeruginosa PAK	Pseudomonas
NC_022987	NC_022987.1	43940	Xylella phage Prado	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified phiKMV-like phages.	KF626667	Xylella fastidiosa	Xylella
NC_022988	NC_022988.1	74210	Mycobacterium phage Bruin	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF562099	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_022989	NC_022989.1	31080	Lactobacillus phage LL-Ku	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	AY739900	Lactobacillus delbrueckii subsp. lactis strain	Lactobacillus
NC_023005	NC_023005.1	41386	Pseudomonas phage PPpW-4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae.	AB775549	Pseudomonas	Pseudomonas
NC_023006	NC_023006.1	43564	Pseudomonas phage PPpW-3	Viruses; dsDNA viruses, no RNA stage; Caudovirales.	AB775548	Pseudomonas	Pseudomonas
NC_023007	NC_023007.1	168876	Bacillus phage vB_BanS-Tsamsa	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC481682	Bacillus anthracis	Bacillus
NC_023009	NC_023009.1	127188	Staphylococcus phage Sb-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae;Spounavirinae; Spounalikevirus; unclassified SPO1-like viruses.	HQ163896	Staphylococcus aureus	Staphylococcus
NC_023498	NC_023498.1	62466	Mycobacterium phage Validus	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF713486	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023499	NC_023499.1	42906	Staphylococcus phage StauST398-4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC595278	Staphylococcus aureus	Staphylococcus
NC_023500	NC_023500.1	43301	Staphylococcus phage StauST398-5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KC595279	Staphylococcus aureus	Staphylococcus
NC_023501	NC_023501.1	159590	Bacillus phage BPS10C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KC430106	Bacillus	Bacillus
NC_023502	NC_023502.1	109558	Rhizobium phage vB_RleS_L338C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF614509	Rhizobium leguminosarum biovar viciae 3841	Rhizobium
NC_023548	NC_023548.1	39651	Citrobacter phage CR8	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	HG818824	Citrobacter rodentium	Citrobacter
NC_023549	NC_023549.1	56789	Clavibacter phage CN1A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF669650	Clavibacter michiganensis CN18-4	Clavibacter
NC_023550	NC_023550.1	17869	Staphylococcus phage GRCS	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Picovirinae; Ahjdlikevirus; unclassified AHJD-like viruses.	KJ210330	Staphylococcus aureus NRS382	Staphylococcus
NC_023551	NC_023551.1	40692	Enterococcus phage IME-EF4	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	KF733017	Enterococcus sp.	Enterococcus
NC_023552	NC_023552.1	47162	Mycobacterium phage Donovan	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF841477	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023553	NC_023553.1	53159	Mycobacterium phage Echild	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF981601	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023554	NC_023554.1	70841	Mycobacterium phage JAMaL	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF493881	Mycobacterium smegmatis mc2 155	Mycobacterium
NC_023555	NC_023555.1	43017	Edwardsiella phage eiAU-183	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF772234	Edwardsiella ictaluri	Edwardsiella
NC_023556	NC_023556.1	72329	Achromobacter phage JWAlpha	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;N4likevirus; unclassified N4likevirus.	KF787095	Achromobacter xylosoxidans DSM 11852	Achromobacter
NC_023557	NC_023557.1	271084	Erwinia phage Ea35-70	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KF806589	Erwinia amylovora strain Ea29-7	Erwinia
NC_023558	NC_023558.1	38966	Cronobacter phage Dev2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae;Autographivirinae; unclassified Autographivirinae.	HG813241	Cronobacter turicensis DNV1	Cronobacter
NC_023559	NC_023559.1	46145	Oenococcus phage phi9805	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	KF147927	Oenococcus	Oenococcus
NC_023560	NC_023560.1	43454	Oenococcus phage phiS13	Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages.	KF183315	Oenococcus oeni Sarco S13	Oenococcus
NC_023561	NC_023561.1	173276	Enterobacter phage PG7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae.	KJ101592	Enterobacter cloacae clinial isolate EC7	Enterobacter
NC_023562	NC_023562.1	51236	Mycobacterium phage BellusTerra	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae.	KF841475	Mycobacterium smegmatis mc2 155	Mycobacterium
